Analysis Datetime,Alkalinity Mean,Alkalinity Std,Alkalinity Count,DIC Mean,DIC Std,DIC Count
2022-08-27 10:40:00,2370.012093833684,,1,2125.1237858337154,,1
2022-08-27 12:36:00,2371.3542476648586,,1,2122.094945742884,,1
2022-08-27 14:34:00,2369.678460988516,,1,2119.556748260155,,1
2022-08-27 16:32:00,2365.587627228719,,1,2120.6666993569856,,1
2022-08-27 18:43:00,2369.514173508452,,1,2121.427426225157,,1
2022-08-29 10:55:00,2370.245121611405,,1,2117.399782261962,,1
2022-08-29 13:08:00,2366.661025597042,,1,2117.0401308671007,,1
2022-08-29 13:51:00,2366.800920077998,,1,2114.592220877978,,1
2022-08-29 14:47:00,2368.203719270011,,1,2176.3655318034816,,1
2022-10-17 11:17:00,2364.087743666143,,1,2136.528808444521,,1
2022-10-17 12:54:00,2365.362699185317,,1,2133.3881688232614,,1
2022-10-17 14:27:00,2364.616079643464,,1,2137.015919891906,,1
2022-10-17 16:01:00,2365.4389131753637,,1,2132.5071306537047,,1
2022-10-17 17:43:00,2364.7457805841395,,1,2131.0875308584555,,1
2022-10-18 11:31:00,2365.4530665648745,,1,2132.9619788655277,,1
2022-10-18 13:07:00,2364.408225796196,,1,2135.7384501062884,,1
2022-10-18 14:52:00,2364.7221479078403,,1,2133.4847751118327,,1
2022-10-18 16:22:00,2366.003827144265,,1,2133.984631891877,,1
2022-10-19 09:50:00,2363.4433960304973,,1,2134.484017578678,,1
2022-10-19 11:26:00,2364.201457318836,,1,2137.7901282908947,,1
2022-10-19 12:57:00,2364.3940678899767,,1,2135.338997838218,,1
2022-10-19 14:37:00,2365.094971114138,,1,2129.782310513455,,1
2022-10-19 16:42:00,2364.333754902964,,1,2131.858756674122,,1
2022-10-20 09:48:00,2365.17505536314,,1,2123.716372296743,,1
2022-10-20 11:35:00,2365.175055407958,,1,2124.5795428067527,,1
2022-10-20 13:08:00,2364.814745187058,,1,2120.727143209136,,1
2022-10-20 16:27:00,2366.139617789825,,1,2123.644760920507,,1
2022-10-20 18:06:00,2365.482033932692,,1,2124.0981915931784,,1
2022-10-21 09:23:00,2364.2228364104603,,1,2136.4966852639777,,1
2022-10-21 10:58:00,2364.148974877214,,1,2132.5101900262084,,1
2022-10-21 12:28:00,2364.5065711368743,,1,2132.450699412548,,1
2022-10-21 14:02:00,2364.834061251827,,1,2131.365822155294,,1
2022-10-21 16:11:00,2365.573248510765,,1,2132.042544079025,,1
2022-10-22 09:23:00,2363.3959728935265,,1,2132.9671527792066,,1
2022-10-22 11:16:00,2364.1489749233074,,1,2129.932115409192,,1
2022-10-22 12:47:00,2364.393666872337,,1,2129.5898580603066,,1
2022-10-22 14:25:00,2364.0572534366397,,1,2129.3691877315605,,1
2022-10-22 16:01:00,2364.8147452489675,,1,2126.801957739749,,1
2022-10-22 16:31:00,2365.092045896245,,1,2126.9566787842864,,1
2022-10-24 09:53:00,2364.14897487831,,1,2129.1164225216608,,1
2022-10-24 11:43:00,2364.222836472972,,1,2129.115150832809,,1
2022-10-24 13:34:00,2364.707396475016,,1,2127.730042919371,,1
2022-10-24 16:59:00,2368.232864361636,,1,2128.007525563285,,1
2022-10-25 09:51:00,2366.2935598292647,,1,2133.986199852357,,1
2022-10-25 11:42:00,2365.21317196824,,1,2131.5469725132843,,1
2022-10-25 13:53:00,2363.3701854238684,,1,2127.529960645206,,1
2022-10-25 15:30:00,2365.09204588478,,1,2128.1596432315864,,1
2022-10-25 16:34:00,2363.8613561475518,,1,2133.302241098759,,1
2022-10-27 10:25:00,2364.6734183611707,,1,2128.1492579190426,,1
2022-10-27 12:41:00,2363.293362539248,,1,2127.259725394921,,1
2022-10-27 14:30:00,2363.406980047471,,1,2128.531259947031,,1
2022-10-27 16:23:00,2362.721774639165,,1,2127.4051641880937,,1
2022-10-27 18:19:00,2363.526387437427,,1,2128.0696283703337,,1
2022-10-28 10:08:00,2362.803369061279,,1,2128.122867314434,,1
2022-10-28 11:40:00,2364.3579841968653,,1,2126.328280414914,,1
2022-10-28 13:36:00,2363.9406503930245,,1,2125.331291648313,,1
2022-10-28 15:08:00,2364.72214975234,,1,2123.73617889224,,1
2022-10-28 17:56:00,2365.2149334984265,,1,2125.3158919464704,,1
2022-10-31 10:30:00,2362.186964859071,,1,2141.197905194076,,1
2022-10-31 12:04:00,2362.186964866405,,1,2140.853554520272,,1
2022-10-31 13:37:00,2362.186964909791,,1,2135.531080320006,,1
2022-10-31 15:06:00,2359.449009695801,,1,2132.0834388184044,,1
2022-10-31 16:36:00,2360.249575872481,,1,2135.1514821419337,,1
2022-11-01 09:51:00,2363.031172103533,,1,2139.359245914138,,1
2022-11-01 11:24:00,2363.704493060616,,1,2135.839817864992,,1
2022-11-01 13:41:00,2365.9215069761967,,1,2135.8396443608963,,1
2022-11-01 15:14:00,2362.9470265130108,,1,2132.6383690537004,,1
2022-11-01 16:46:00,2363.220869948105,,1,2133.735308782897,,1
2022-11-02 09:58:00,2362.67405723431,,1,2140.08144633502,,1
2022-11-02 11:42:00,2363.704493130963,,1,2135.096757680419,,1
2022-11-02 13:12:00,2362.907280021808,,1,2134.78443703942,,1
2022-11-02 14:48:00,2363.368031102161,,1,2134.6856761134222,,1
2022-11-02 16:33:00,2363.426356681994,,1,2134.79195445741,,1
2022-11-03 10:01:00,2363.341818862636,,1,2137.7798826783887,,1
2022-11-03 11:30:00,2363.827162570152,,1,2136.499560591387,,1
2022-11-03 13:00:00,2362.953471493323,,1,2135.5554538553315,,1
2022-11-03 14:38:00,2366.3526468876125,,1,2134.55944549661,,1
2022-11-03 16:08:00,2362.471000618628,,1,2133.7444367778867,,1
2022-11-04 10:18:00,2361.043401137603,,1,2137.988062769384,,1
2022-11-04 11:48:00,2359.4022087077315,,1,2134.002458154588,,1
2022-11-04 13:39:00,2360.374455751657,,1,2131.389518868891,,1
2022-11-04 15:08:00,2356.724324792287,,1,2131.7428333601256,,1
2022-11-04 16:41:00,2359.6491901054656,,1,2131.430937504605,,1
2022-11-06 09:52:00,2361.392189550916,,1,2134.163863897592,,1
2022-11-06 11:24:00,2358.427718329099,,1,2132.130056742872,,1
2022-11-06 12:52:00,2359.033864996384,,1,2130.67955817869,,1
2022-11-06 14:21:00,2358.35642954077,,1,2130.341911475726,,1
2022-11-06 15:49:00,2359.715687065451,,1,2128.535938652748,,1
2022-11-07 09:40:00,2359.8321877224985,,1,2140.2573966472146,,1
2022-11-07 11:09:00,2359.6436032343518,,1,2137.816592053576,,1
2022-11-07 12:41:00,2360.4426428221605,,1,2137.929007005147,,1
2022-11-07 14:10:00,2360.036017108904,,1,2134.6887699198123,,1
2022-11-07 15:39:00,2360.7632665753554,,1,2133.126026349762,,1
2022-11-08 09:57:00,2361.8161984081835,,1,2141.301069856608,,1
2022-11-08 11:26:00,2360.0669511425936,,1,2139.032459331096,,1
2022-11-08 12:58:00,2361.528291403393,,1,2136.225138397974,,1
2022-11-08 14:34:00,2361.480558927454,,1,2135.4694073556275,,1
2022-11-08 16:03:00,2361.766701363851,,1,2133.892819618836,,1
2022-11-09 09:47:00,2360.515111455484,,1,2136.6541290410364,,1
2022-11-09 11:20:00,2361.7939904490445,,1,2135.702782127463,,1
2022-11-09 12:51:00,2360.0360171411508,,1,2136.8071527360075,,1
2022-11-09 14:20:00,2359.562816413194,,1,2134.833804228495,,1
2022-11-09 15:51:00,2360.1187676743903,,1,2133.4937648495106,,1
2022-11-12 10:14:00,2364.066569459876,,1,2132.9011984967324,,1
2022-11-12 13:04:00,1789.2310136379797,,1,2131.3678397235103,,1
2022-11-15 10:55:00,2362.171621233499,,1,2134.3835803961624,,1
2022-11-15 11:46:00,2363.962860666152,,1,2129.5823491388537,,1
2022-11-15 13:34:00,2364.096820750857,,1,2132.6763201863564,,1
2022-11-15 15:10:00,2362.007630610388,,1,2131.4879034581486,,1
2022-11-15 16:40:00,2362.919755059873,,1,2131.944013105179,,1
2022-11-15 18:27:00,2354.4657992567786,,1,2132.4806970154023,,1
2022-11-16 10:04:00,261.7643162170502,,1,2139.4832300483536,,1
2022-11-16 10:24:00,2363.298906670745,,1,2140.313019297338,,1
2022-11-16 11:55:00,2364.0152395481564,,1,2138.7079536001734,,1
2022-11-16 13:27:00,2363.155245446138,,1,2136.714244409171,,1
2022-11-16 14:58:00,2363.9318827501743,,1,2133.89833173965,,1
2022-11-16 16:32:00,2364.65153789667,,1,2136.0871591923456,,1
2022-11-17 10:25:00,2363.008777606292,,1,2139.6179138602274,,1
2022-11-17 12:07:00,2363.514918225671,,1,2135.144640520784,,1
2022-11-17 13:38:00,2363.665979697676,,1,2133.1045993960474,,1
2022-11-17 15:09:00,2363.9378616531203,,1,2133.0995934818425,,1
2022-11-17 16:41:00,2363.561825853233,,1,2130.721885145108,,1
2022-11-18 09:48:00,2364.015239703939,,1,2139.472829994301,,1
2022-11-18 11:21:00,2363.830321560118,,1,2134.2761021327037,,1
2022-11-18 12:52:00,2363.74703108833,,1,2134.205527809124,,1
2022-11-18 14:26:00,2363.238623990956,,1,2134.132997125405,,1
2022-11-18 16:26:00,2363.75290722244,,1,2131.421439969376,,1
2022-11-19 09:54:00,2360.898465013945,,1,2136.4670006417086,,1
2022-11-19 11:22:00,2361.9522029032246,,1,2134.6993478676886,,1
2022-11-19 12:50:00,2359.7692818788087,,1,2132.7935695646797,,1
2022-11-19 14:33:00,2361.065111923572,,1,2132.8124874527257,,1
2022-11-19 16:16:00,2360.793441318654,,1,2130.4768089173213,,1
2022-11-20 10:53:00,2362.283448934784,,1,2135.2493834534025,,1
2022-11-20 12:37:00,2362.5777087466217,,1,2131.639211178501,,1
2022-11-20 14:09:00,2362.5631811084804,,1,2129.196996849329,,1
2022-11-20 15:38:00,2363.7533778233624,,1,2129.318142800105,,1
2022-11-20 17:07:00,2290.1437900072046,,1,2128.835029456811,,1
2022-11-21 09:25:00,2362.756148950456,,1,2141.4574022179563,,1
2022-11-21 11:13:00,2364.1099035656766,,1,2141.8572292271147,,1
2022-11-21 12:43:00,2364.0712682864746,,1,2139.046487066232,,1
2022-11-21 14:11:00,2362.874546380514,,1,2135.83393803165,,1
2022-11-21 15:41:00,2365.332855853272,,1,2135.823224049308,,1
